AQS_Site_ID,POC,State,City,CBSA,Local_Site_Name,Address,Datum,Latitude,Longitude,LatLon_Accuracy_meters,Elevation_meters_MSL,Monitor_Start_Date,Last_Sample_Date,Active,Measurement_Scale,Measurement_Scale_Definition,Sample_Duration,Sample_Collection_Frequency,Sample_Collection_Method,Sample_Analysis_Method,Method_Reference_ID,FRMFEM,Monitor_Type,Reporting_Agency,Parameter_Name,Annual_URLs,Daily_URLs
01-003-0010,1,Alabama,Fairhope,"Daphne-Fairhope-Foley, AL","FAIRHOPE, Alabama","FAIRHOPE HIGH SCHOOL, 1 PIRATE DRIVE, FAIRHOPE,  ALABAMA",NAD83,30.4974780008256,-87.880258,4,37.19,1/1/2000,6/30/2021,Yes,NEIGHBORHOOD,500 M TO 4KM,24 HOUR,EVERY 3RD DAY,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,Gravimetric,RFPS-1006-145,Yes,SLAMS,Al Dept Of Env Mgt,PM2.5,<a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2000&site=01-003-0010'>2000</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2001&site=01-003-0010'>2001</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2002&site=01-003-0010'>2002</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2003&site=01-003-0010'>2003</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2004&site=01-003-0010'>2004</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2005&site=01-003-0010'>2005</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2006&site=01-003-0010'>2006</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2007&site=01-003-0010'>2007</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2008&site=01-003-0010'>2008</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2009&site=01-003-0010'>2009</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2010&site=01-003-0010'>2010</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2011&site=01-003-0010'>2011</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2012&site=01-003-0010'>2012</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2013&site=01-003-0010'>2013</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2014&site=01-003-0010'>2014</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2015&site=01-003-0010'>2015</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2016&site=01-003-0010'>2016</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2017&site=01-003-0010'>2017</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2018&site=01-003-0010'>2018</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2019&site=01-003-0010'>2019</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2020&site=01-003-0010'>2020</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2021&site=01-003-0010'>2021</a> ,<a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2000&site=01-003-0010'>2000</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2001&site=01-003-0010'>2001</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2002&site=01-003-0010'>2002</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2003&site=01-003-0010'>2003</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2004&site=01-003-0010'>2004</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2005&site=01-003-0010'>2005</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2006&site=01-003-0010'>2006</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2007&site=01-003-0010'>2007</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2008&site=01-003-0010'>2008</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2009&site=01-003-0010'>2009</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2010&site=01-003-0010'>2010</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2011&site=01-003-0010'>2011</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2012&site=01-003-0010'>2012</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2013&site=01-003-0010'>2013</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2014&site=01-003-0010'>2014</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2015&site=01-003-0010'>2015</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2016&site=01-003-0010'>2016</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2017&site=01-003-0010'>2017</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2018&site=01-003-0010'>2018</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2019&site=01-003-0010'>2019</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2020&site=01-003-0010'>2020</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2021&site=01-003-0010'>2021</a> 
01-027-0001,1,Alabama,Ashland,,ASHLAND,ASHLAND AIRPORT,NAD83,33.284928000866,-85.803608,4,344.42,1/1/1999,6/30/2021,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,24 HOUR,EVERY 3RD DAY,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,Gravimetric,RFPS-1006-145,Yes,SLAMS,Al Dept Of Env Mgt,PM2.5,<a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=1999&site=01-027-0001'>1999</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2000&site=01-027-0001'>2000</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2001&site=01-027-0001'>2001</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2002&site=01-027-0001'>2002</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2003&site=01-027-0001'>2003</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2004&site=01-027-0001'>2004</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2005&site=01-027-0001'>2005</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2006&site=01-027-0001'>2006</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2007&site=01-027-0001'>2007</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2008&site=01-027-0001'>2008</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2009&site=01-027-0001'>2009</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2010&site=01-027-0001'>2010</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2011&site=01-027-0001'>2011</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2012&site=01-027-0001'>2012</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2013&site=01-027-0001'>2013</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2014&site=01-027-0001'>2014</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2015&site=01-027-0001'>2015</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2016&site=01-027-0001'>2016</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2017&site=01-027-0001'>2017</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2018&site=01-027-0001'>2018</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2019&site=01-027-0001'>2019</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2020&site=01-027-0001'>2020</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2021&site=01-027-0001'>2021</a> ,<a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=1999&site=01-027-0001'>1999</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2000&site=01-027-0001'>2000</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2001&site=01-027-0001'>2001</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2002&site=01-027-0001'>2002</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2003&site=01-027-0001'>2003</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2004&site=01-027-0001'>2004</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2005&site=01-027-0001'>2005</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2006&site=01-027-0001'>2006</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2007&site=01-027-0001'>2007</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2008&site=01-027-0001'>2008</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2009&site=01-027-0001'>2009</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2010&site=01-027-0001'>2010</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2011&site=01-027-0001'>2011</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2012&site=01-027-0001'>2012</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2013&site=01-027-0001'>2013</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2014&site=01-027-0001'>2014</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2015&site=01-027-0001'>2015</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2016&site=01-027-0001'>2016</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2017&site=01-027-0001'>2017</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2018&site=01-027-0001'>2018</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2019&site=01-027-0001'>2019</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2020&site=01-027-0001'>2020</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2021&site=01-027-0001'>2021</a> 
01-049-1003,1,Alabama,Crossville,"Fort Payne, AL",CROSSVILLE,"13112 HWY.68 , CROSSVILLE AL. 35962",NAD83,34.2885670008786,-85.969858,1.09,500,1/1/1999,6/30/2021,Yes,NEIGHBORHOOD,500 M TO 4KM,24 HOUR,EVERY 3RD DAY,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,Gravimetric,RFPS-1006-145,Yes,SLAMS,Al Dept Of Env Mgt,PM2.5,<a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=1999&site=01-049-1003'>1999</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2000&site=01-049-1003'>2000</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2001&site=01-049-1003'>2001</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2002&site=01-049-1003'>2002</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2003&site=01-049-1003'>2003</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2004&site=01-049-1003'>2004</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2005&site=01-049-1003'>2005</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2006&site=01-049-1003'>2006</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2007&site=01-049-1003'>2007</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2008&site=01-049-1003'>2008</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2009&site=01-049-1003'>2009</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2010&site=01-049-1003'>2010</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2011&site=01-049-1003'>2011</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2012&site=01-049-1003'>2012</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2013&site=01-049-1003'>2013</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2014&site=01-049-1003'>2014</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2015&site=01-049-1003'>2015</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2016&site=01-049-1003'>2016</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2017&site=01-049-1003'>2017</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2018&site=01-049-1003'>2018</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2019&site=01-049-1003'>2019</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2020&site=01-049-1003'>2020</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Annuals.sas&check=void&polname=PM25&debug=0&year=2021&site=01-049-1003'>2021</a> ,<a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=1999&site=01-049-1003'>1999</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2000&site=01-049-1003'>2000</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2001&site=01-049-1003'>2001</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2002&site=01-049-1003'>2002</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2003&site=01-049-1003'>2003</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2004&site=01-049-1003'>2004</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2005&site=01-049-1003'>2005</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2006&site=01-049-1003'>2006</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2007&site=01-049-1003'>2007</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2008&site=01-049-1003'>2008</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2009&site=01-049-1003'>2009</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2010&site=01-049-1003'>2010</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2011&site=01-049-1003'>2011</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2012&site=01-049-1003'>2012</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2013&site=01-049-1003'>2013</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2014&site=01-049-1003'>2014</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2015&site=01-049-1003'>2015</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2016&site=01-049-1003'>2016</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2017&site=01-049-1003'>2017</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2018&site=01-049-1003'>2018</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2019&site=01-049-1003'>2019</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2020&site=01-049-1003'>2020</a> <a href='https://www3.epa.gov/cgi-bin/broker?_service=data&_program=dataprog.Daily.sas&check=void&polname=PM25&debug=0&year=2021&site=01-049-1003'>2021</a> 
